,filenames,labels
18163,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19486332.mp3,Portuguese
18164,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19486340.mp3,Portuguese
18165,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19486212.mp3,Portuguese
18166,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19486441.mp3,Portuguese
18167,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19486376.mp3,Portuguese
18168,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19486407.mp3,Portuguese
18169,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19487394.mp3,Portuguese
18170,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19487396.mp3,Portuguese
18171,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19490457.mp3,Portuguese
18172,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19490421.mp3,Portuguese
18173,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19490468.mp3,Portuguese
18174,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19490416.mp3,Portuguese
18175,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19490488.mp3,Portuguese
18176,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19490465.mp3,Portuguese
18177,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19490446.mp3,Portuguese
18178,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19490427.mp3,Portuguese
18179,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19490500.mp3,Portuguese
18180,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19490466.mp3,Portuguese
18181,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19490549.mp3,Portuguese
18182,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19491299.mp3,Portuguese
18183,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19491337.mp3,Portuguese
18184,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19492520.mp3,Portuguese
18185,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19492535.mp3,Portuguese
18186,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19492556.mp3,Portuguese
18187,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19492584.mp3,Portuguese
18188,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19492514.mp3,Portuguese
18189,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19492547.mp3,Portuguese
18190,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19492585.mp3,Portuguese
18191,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19492511.mp3,Portuguese
18192,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19492550.mp3,Portuguese
18193,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19492510.mp3,Portuguese
18194,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19493378.mp3,Portuguese
18195,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19493355.mp3,Portuguese
18196,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19493383.mp3,Portuguese
18197,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19493330.mp3,Portuguese
18198,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19493347.mp3,Portuguese
18199,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19493345.mp3,Portuguese
18200,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19493426.mp3,Portuguese
18201,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19493412.mp3,Portuguese
18202,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19493358.mp3,Portuguese
18203,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19493352.mp3,Portuguese
18204,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19493376.mp3,Portuguese
18205,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19493388.mp3,Portuguese
18206,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19493488.mp3,Portuguese
18207,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19493561.mp3,Portuguese
18208,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19493441.mp3,Portuguese
18209,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19493558.mp3,Portuguese
18210,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19493568.mp3,Portuguese
18211,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19493461.mp3,Portuguese
18212,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19493547.mp3,Portuguese
18213,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19493514.mp3,Portuguese
18214,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19493513.mp3,Portuguese
18215,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19493555.mp3,Portuguese
18216,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19493516.mp3,Portuguese
18217,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19493459.mp3,Portuguese
18218,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19493573.mp3,Portuguese
18219,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19493550.mp3,Portuguese
18220,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19493494.mp3,Portuguese
18221,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19493595.mp3,Portuguese
18222,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19493619.mp3,Portuguese
18223,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19493651.mp3,Portuguese
18224,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19493686.mp3,Portuguese
18225,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19493704.mp3,Portuguese
18226,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19493708.mp3,Portuguese
18227,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19493712.mp3,Portuguese
18228,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19493585.mp3,Portuguese
18229,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19493673.mp3,Portuguese
18230,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19493647.mp3,Portuguese
18231,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19493725.mp3,Portuguese
18232,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19493678.mp3,Portuguese
18233,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19493705.mp3,Portuguese
18234,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19493640.mp3,Portuguese
18235,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19493735.mp3,Portuguese
18236,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19493764.mp3,Portuguese
18237,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19494044.mp3,Portuguese
18238,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19495586.mp3,Portuguese
18239,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19495551.mp3,Portuguese
18240,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19495553.mp3,Portuguese
18241,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19495686.mp3,Portuguese
18242,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19495690.mp3,Portuguese
18243,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19495676.mp3,Portuguese
18244,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19496010.mp3,Portuguese
18245,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19495991.mp3,Portuguese
18246,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19496106.mp3,Portuguese
18247,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19496086.mp3,Portuguese
18248,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19496151.mp3,Portuguese
18249,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19496176.mp3,Portuguese
18250,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19496155.mp3,Portuguese
18251,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19496198.mp3,Portuguese
18252,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19498368.mp3,Portuguese
18253,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19498331.mp3,Portuguese
18254,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19498367.mp3,Portuguese
18255,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19498326.mp3,Portuguese
18256,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19498440.mp3,Portuguese
18257,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19498319.mp3,Portuguese
18258,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19498424.mp3,Portuguese
18259,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19498361.mp3,Portuguese
18260,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19498445.mp3,Portuguese
18261,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19498532.mp3,Portuguese
18262,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19498479.mp3,Portuguese
18263,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19498460.mp3,Portuguese
18264,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19498485.mp3,Portuguese
18265,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19498897.mp3,Portuguese
18266,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19498833.mp3,Portuguese
18267,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19498904.mp3,Portuguese
18268,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19498890.mp3,Portuguese
18269,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19498896.mp3,Portuguese
18270,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19498936.mp3,Portuguese
18271,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19498941.mp3,Portuguese
18272,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19498914.mp3,Portuguese
18273,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19498987.mp3,Portuguese
18274,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19499003.mp3,Portuguese
18275,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19499006.mp3,Portuguese
18276,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19499010.mp3,Portuguese
18277,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19499021.mp3,Portuguese
18278,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19498974.mp3,Portuguese
18279,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19498961.mp3,Portuguese
18280,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19499261.mp3,Portuguese
18281,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19499487.mp3,Portuguese
18282,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19501374.mp3,Portuguese
18283,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19501377.mp3,Portuguese
18284,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19501419.mp3,Portuguese
18285,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19501861.mp3,Portuguese
18286,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19501863.mp3,Portuguese
18287,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19501877.mp3,Portuguese
18288,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19501873.mp3,Portuguese
18289,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19501870.mp3,Portuguese
18290,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19503688.mp3,Portuguese
18291,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19503753.mp3,Portuguese
18292,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19503731.mp3,Portuguese
18293,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19503846.mp3,Portuguese
18294,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19503767.mp3,Portuguese
18295,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19503946.mp3,Portuguese
18296,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19503903.mp3,Portuguese
18297,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19504000.mp3,Portuguese
